CustomerID,Gender,Age,City,AnnualIncome_juta,SpendingScore,Recency_hari,Frequency_bulan,MonetaryValue_ribu,PreferredCategory
CUST00407,Female,44,Jakarta,68.1,60,10,33,554,Food & Beverage
CUST00408,Female,19,Jakarta,25.8,47,2,9,315,Fashion
CUST00409,Female,60,Makassar,25.5,10,98,6,103,Electronics
CUST00410,Male,52,Medan,41.4,33,62,13,273,Fashion
CUST00411,Female,63,Jakarta,19.6,16,91,5,29,Food & Beverage
CUST00412,Female,45,Medan,72.0,62,10,28,420,Home & Living
CUST00413,Female,63,Jakarta,27.8,19,88,7,14,Home & Living
CUST00414,Male,21,Semarang,35.6,48,11,10,223,Fashion
CUST00415,Male,26,Yogyakarta,103.2,81,7,50,1026,Beauty
CUST00416,Male,23,Semarang,29.6,56,8,3,289,Food & Beverage
CUST00417,Female,52,Makassar,52.8,37,65,7,297,Food & Beverage
CUST00418,Female,53,Medan,56.5,36,56,9,305,Electronics
CUST00419,Male,22,Jakarta,35.9,45,9,4,306,Fashion
CUST00420,Female,32,Semarang,86.0,89,5,43,961,Electronics
CUST00421,Female,41,Surabaya,73.0,58,13,29,345,Food & Beverage
CUST00422,Male,54,Makassar,28.5,12,106,4,169,Home & Living
CUST00423,Male,34,Bandung,98.6,88,8,44,877,Food & Beverage
CUST00424,Male,44,Jakarta,65.3,67,9,29,450,Fashion
CUST00425,Female,58,Jakarta,26.8,10,97,3,195,Beauty
CUST00426,Female,62,Bandung,14.8,13,96,1,194,Electronics
CUST00427,Female,60,Bandung,25.8,16,100,3,58,Electronics
CUST00428,Male,23,Makassar,96.7,86,1,40,873,Electronics
CUST00429,Male,25,Jakarta,35.0,62,7,4,184,Fashion
CUST00430,Male,18,Makassar,23.6,47,1,3,172,Fashion
CUST00431,Male,61,Surabaya,21.5,22,100,5,26,Home & Living
CUST00432,Male,26,Bandung,94.0,83,5,42,882,Electronics
CUST00433,Male,62,Bandung,21.5,17,99,3,92,Electronics
CUST00434,Female,60,Surabaya,21.8,20,95,1,70,Food & Beverage
CUST00435,Female,26,Jakarta,34.0,50,11,3,128,Home & Living
CUST00436,Male,23,Jakarta,100.5,86,4,42,868,Fashion
CUST00437,Female,46,Jakarta,64.6,62,22,31,484,Fashion
CUST00438,Female,29,Semarang,96.1,86,9,43,901,Food & Beverage
CUST00439,Male,46,Medan,70.9,55,15,29,648,Fashion
CUST00440,Male,44,Medan,74.2,58,24,30,453,Fashion
CUST00441,Male,44,Yogyakarta,57.6,62,17,29,555,Fashion
CUST00442,Male,31,Bandung,91.2,82,2,49,781,Food & Beverage
CUST00443,Female,60,Semarang,15.9,9,99,5,43,Food & Beverage
CUST00444,Male,66,Medan,24.0,11,99,1,207,Electronics
CUST00445,Male,29,Yogyakarta,97.3,84,5,46,928,Electronics
CUST00446,Male,62,Medan,21.3,8,96,1,157,Electronics
CUST00447,Male,48,Jakarta,67.2,64,17,26,439,Fashion
CUST00448,Female,47,Semarang,45.5,28,55,10,220,Home & Living
CUST00449,Female,31,Surabaya,96.6,89,6,46,902,Fashion
CUST00450,Male,28,Surabaya,31.9,48,9,1,228,Sports
CUST00451,Female,50,Surabaya,46.5,38,60,10,348,Home & Living
CUST00452,Female,49,Makassar,63.6,57,11,28,591,Fashion
CUST00453,Female,33,Bandung,93.8,82,6,40,923,Sports
CUST00454,Female,25,Bandung,30.9,51,8,6,206,Food & Beverage
CUST00455,Male,21,Jakarta,27.9,51,7,7,104,Beauty
CUST00456,Female,55,Surabaya,23.0,9,99,6,60,Electronics
CUST00457,Female,50,Yogyakarta,42.9,36,63,11,241,Food & Beverage
CUST00458,Female,21,Bandung,32.3,49,2,6,177,Beauty
CUST00459,Female,28,Surabaya,32.8,58,5,3,104,Home & Living
CUST00460,Male,41,Jakarta,49.4,40,62,15,282,Sports
CUST00461,Female,48,Surabaya,43.9,40,65,10,236,Sports
CUST00462,Male,46,Jakarta,67.6,58,11,29,551,Home & Living
CUST00463,Male,44,Jakarta,67.0,58,12,32,446,Fashion
CUST00464,Male,46,Surabaya,43.7,34,56,8,367,Beauty
CUST00465,Female,40,Jakarta,67.6,65,14,26,461,Home & Living
CUST00466,Male,27,Semarang,99.6,92,9,46,894,Electronics
CUST00467,Female,40,Medan,70.6,58,11,34,536,Fashion
CUST00468,Male,44,Semarang,47.1,28,58,4,292,Beauty
CUST00469,Female,28,Surabaya,33.2,51,13,1,82,Home & Living
CUST00470,Male,38,Jakarta,63.5,61,19,27,551,Fashion
CUST00471,Female,39,Medan,52.4,30,59,10,346,Food & Beverage
CUST00472,Female,44,Jakarta,52.9,26,58,7,290,Sports
CUST00473,Male,63,Jakarta,16.7,17,89,4,21,Food & Beverage
CUST00474,Female,30,Semarang,38.9,56,3,9,148,Electronics
CUST00475,Male,31,Yogyakarta,96.0,82,6,45,758,Home & Living
CUST00476,Female,45,Jakarta,64.8,59,17,28,380,Fashion
CUST00477,Female,24,Semarang,35.1,54,7,5,261,Food & Beverage
CUST00478,Male,28,Surabaya,91.7,87,1,47,974,Food & Beverage
CUST00479,Female,24,Surabaya,36.8,50,7,9,125,Fashion
CUST00480,Male,29,Yogyakarta,25.2,56,18,5,129,Home & Living
CUST00481,Female,28,Medan,85.4,87,2,41,907,Fashion
CUST00482,Female,62,Makassar,19.0,15,85,1,32,Electronics
CUST00483,Female,46,Semarang,46.7,32,54,8,206,Fashion
CUST00484,Male,44,Bandung,49.5,38,55,9,421,Beauty
CUST00485,Male,62,Semarang,27.6,8,95,1,67,Food & Beverage
CUST00486,Male,29,Semarang,90.0,94,1,41,962,Beauty
CUST00487,Female,49,Bandung,46.4,38,56,13,232,Electronics
CUST00488,Male,22,Jakarta,33.5,49,4,6,125,Electronics
CUST00489,Female,44,Surabaya,45.2,36,61,10,243,Electronics
CUST00490,Male,44,Surabaya,53.5,34,51,11,312,Home & Living
CUST00491,Male,22,Medan,35.9,47,9,2,209,Food & Beverage
CUST00492,Male,29,Surabaya,100.9,90,1,48,1028,Fashion
CUST00493,Female,25,Jakarta,89.0,93,2,44,862,Home & Living
CUST00494,Female,55,Jakarta,17.7,14,90,2,139,Fashion
CUST00495,Female,29,Jakarta,101.8,99,4,45,885,Food & Beverage
CUST00496,Female,60,Bandung,22.9,20,93,1,85,Beauty
CUST00497,Female,46,Jakarta,55.3,31,52,13,262,Fashion
CUST00498,Female,40,Jakarta,73.0,63,12,31,446,Home & Living
CUST00499,Male,59,Jakarta,19.8,10,93,1,156,Food & Beverage
CUST00500,Female,24,Palembang,96.7,80,9,48,1040,Beauty
CUST00501,Female,26,Jakarta,102.1,88,1,49,786,Fashion
CUST00502,Female,25,Bandung,29.4,47,6,7,247,Fashion
CUST00503,Male,38,Medan,64.5,61,12,28,566,Fashion
CUST00504,Male,47,Jakarta,48.8,37,62,10,223,Electronics
CUST00505,Female,25,Palembang,35.8,51,7,1,124,Fashion
CUST00506,Male,23,Jakarta,28.4,51,7,1,102,Fashion
CUST00507,Female,29,Yogyakarta,92.7,86,6,40,980,Electronics
CUST00508,Male,53,Surabaya,48.0,34,63,12,223,Home & Living
CUST00509,Female,24,Surabaya,40.7,52,1,6,220,Sports
CUST00510,Female,66,Bandung,21.1,19,90,4,37,Fashion
CUST00511,Male,42,Palembang,71.8,59,12,30,586,Sports
CUST00512,Female,43,Medan,45.2,28,63,12,88,Fashion
CUST00513,Female,48,Makassar,54.8,36,58,11,259,Electronics
CUST00514,Male,48,Jakarta,52.2,38,57,14,273,Beauty
CUST00515,Male,60,Yogyakarta,31.0,15,100,1,33,Beauty
CUST00516,Female,48,Jakarta,64.8,59,15,28,596,Food & Beverage
CUST00517,Male,27,Surabaya,98.2,89,1,48,820,Sports
CUST00518,Female,28,Jakarta,32.8,53,6,6,106,Fashion
CUST00519,Female,48,Yogyakarta,74.6,61,10,31,609,Fashion
CUST00520,Male,46,Bandung,50.4,35,60,8,117,Beauty
CUST00521,Female,46,Jakarta,46.2,41,57,8,239,Fashion
CUST00522,Male,48,Surabaya,46.7,39,62,11,298,Beauty
CUST00523,Male,30,Surabaya,95.2,89,9,45,804,Electronics
CUST00524,Female,58,Jakarta,25.3,9,94,4,271,Home & Living
CUST00525,Male,23,Surabaya,94.5,92,1,44,1073,Beauty
CUST00526,Female,46,Surabaya,62.3,61,5,28,383,Beauty
CUST00527,Male,25,Yogyakarta,89.7,81,2,45,777,Sports
CUST00528,Male,44,Makassar,50.8,45,60,11,114,Fashion
CUST00529,Male,27,Jakarta,97.3,84,1,42,846,Food & Beverage
CUST00530,Female,59,Yogyakarta,24.9,13,98,1,10,Sports
CUST00531,Male,49,Semarang,65.6,60,4,28,396,Electronics
CUST00532,Male,30,Bandung,105.7,87,7,48,833,Food & Beverage
CUST00533,Male,31,Bandung,91.3,80,4,45,869,Electronics
CUST00534,Female,63,Yogyakarta,10.3,15,96,1,23,Fashion
CUST00535,Male,48,Surabaya,50.3,31,58,10,164,Electronics
CUST00536,Female,26,Surabaya,27.0,44,14,7,147,Fashion
CUST00537,Male,44,Medan,47.8,29,56,6,195,Home & Living
CUST00538,Female,58,Semarang,15.1,1,98,1,111,Beauty
CUST00539,Female,48,Surabaya,42.1,35,59,8,158,Food & Beverage
CUST00540,Female,27,Yogyakarta,97.7,88,3,45,993,Fashion
CUST00541,Male,48,Surabaya,71.6,58,15,28,482,Fashion
CUST00542,Male,23,Surabaya,100.5,91,3,44,978,Beauty
CUST00543,Female,28,Jakarta,97.5,83,7,45,935,Electronics
CUST00544,Male,20,Bandung,24.8,46,7,3,263,Home & Living
CUST00545,Female,45,Palembang,48.3,31,54,6,151,Electronics
CUST00546,Male,39,Semarang,61.4,60,20,31,406,Beauty
CUST00547,Female,49,Bandung,39.2,34,57,6,279,Fashion
CUST00548,Male,44,Palembang,65.5,62,17,32,376,Fashion
CUST00549,Female,29,Jakarta,94.6,90,4,46,971,Electronics
CUST00550,Male,50,Surabaya,68.7,66,12,28,443,Sports
CUST00551,Female,27,Makassar,88.5,89,4,47,861,Beauty
CUST00552,Female,42,Bandung,71.8,57,7,30,569,Food & Beverage
CUST00553,Female,47,Jakarta,47.5,35,58,10,278,Electronics
CUST00554,Male,44,Bandung,50.5,32,54,11,161,Beauty
CUST00555,Male,50,Jakarta,41.2,34,63,13,253,Sports
CUST00556,Female,24,Bandung,36.7,46,6,2,223,Electronics
CUST00557,Female,44,Medan,47.8,33,59,8,295,Food & Beverage
CUST00558,Male,33,Jakarta,87.2,83,6,47,890,Sports
CUST00559,Male,26,Palembang,91.5,95,1,47,764,Home & Living
CUST00560,Female,64,Makassar,13.6,17,94,2,10,Food & Beverage
CUST00561,Male,58,Bandung,27.2,9,91,2,15,Fashion
CUST00562,Female,57,Surabaya,10.0,10,89,5,225,Home & Living
CUST00563,Female,63,Jakarta,21.4,10,92,1,113,Sports
CUST00564,Female,29,Medan,29.1,55,4,8,259,Food & Beverage
CUST00565,Male,61,Surabaya,19.6,11,98,1,214,Food & Beverage
CUST00566,Male,24,Surabaya,36.2,51,12,7,93,Electronics
CUST00567,Female,31,Surabaya,88.6,88,3,41,921,Beauty
CUST00568,Female,47,Makassar,65.9,60,8,32,456,Fashion
CUST00569,Female,29,Makassar,96.0,87,10,42,879,Home & Living
CUST00570,Female,49,Semarang,52.2,34,50,8,132,Fashion
CUST00571,Female,31,Semarang,93.6,96,4,44,881,Electronics
CUST00572,Female,26,Bandung,27.5,52,11,7,42,Home & Living
CUST00573,Female,53,Semarang,52.3,34,61,14,347,Food & Beverage
CUST00574,Male,44,Makassar,65.2,57,11,27,657,Electronics
CUST00575,Female,28,Bandung,91.4,91,8,46,832,Beauty
CUST00576,Female,45,Yogyakarta,38.9,39,55,9,240,Fashion
CUST00577,Female,39,Palembang,67.0,57,19,30,563,Fashion
CUST00578,Male,60,Jakarta,22.7,16,102,3,142,Food & Beverage
CUST00579,Female,61,Palembang,15.7,13,95,2,80,Electronics
CUST00580,Female,46,Jakarta,65.7,59,23,36,471,Food & Beverage
CUST00581,Female,48,Yogyakarta,50.7,33,57,12,238,Electronics
CUST00582,Male,31,Makassar,92.6,86,4,44,974,Electronics
CUST00583,Female,31,Yogyakarta,36.7,47,10,4,232,Fashion
CUST00584,Male,43,Bandung,49.0,36,52,9,134,Fashion
CUST00585,Female,59,Jakarta,17.6,15,99,6,65,Electronics
CUST00586,Female,27,Jakarta,97.6,87,1,46,893,Food & Beverage
CUST00587,Female,23,Surabaya,34.1,55,11,2,208,Home & Living
CUST00588,Female,46,Jakarta,43.1,41,56,12,232,Fashion
CUST00589,Male,26,Palembang,92.2,88,1,45,802,Electronics
CUST00590,Male,49,Jakarta,47.8,31,60,10,241,Food & Beverage
CUST00591,Male,66,Medan,16.5,12,81,3,31,Beauty
CUST00592,Male,65,Bandung,29.4,13,94,1,10,Electronics
CUST00593,Male,57,Jakarta,19.9,8,91,4,34,Electronics
CUST00594,Male,40,Jakarta,66.1,57,22,28,492,Electronics
CUST00595,Male,44,Yogyakarta,72.7,59,14,32,519,Electronics
CUST00596,Male,45,Makassar,64.3,57,12,33,471,Fashion
CUST00597,Female,44,Medan,70.3,58,17,29,519,Fashion
CUST00598,Female,26,Jakarta,91.8,89,1,42,760,Home & Living
CUST00599,Female,22,Jakarta,29.2,50,9,5,171,Fashion
CUST00600,Female,64,Semarang,27.3,10,88,6,50,Fashion
CUST00601,Female,46,Semarang,39.3,31,56,8,206,Home & Living
CUST00602,Female,64,Palembang,17.7,11,98,2,119,Food & Beverage
CUST00603,Male,26,Jakarta,94.9,82,1,43,748,Fashion
CUST00604,Female,64,Medan,22.4,12,97,3,134,Fashion
CUST00605,Female,39,Bandung,56.3,52,12,30,356,Fashion
CUST00606,Female,22,Jakarta,35.3,51,8,4,65,Fashion
CUST00607,Female,23,Surabaya,30.5,46,2,7,272,Electronics
CUST00608,Female,59,Surabaya,17.8,8,99,4,31,Electronics
CUST00609,Female,35,Bandung,101.6,83,11,43,950,Home & Living
CUST00610,Male,46,Surabaya,50.9,36,51,7,217,Sports
CUST00611,Female,66,Bandung,16.2,14,97,1,191,Electronics
CUST00612,Male,26,Medan,35.1,54,11,4,133,Electronics
CUST00613,Female,48,Surabaya,38.9,34,53,13,196,Electronics
CUST00614,Female,43,Surabaya,45.7,35,57,12,336,Fashion
CUST00615,Female,60,Medan,15.9,15,94,4,10,Home & Living
CUST00616,Female,61,Jakarta,16.6,11,97,4,100,Beauty
CUST00617,Male,34,Makassar,84.8,90,4,46,854,Beauty
CUST00618,Female,46,Palembang,50.4,35,55,11,327,Home & Living
CUST00619,Female,59,Jakarta,11.5,12,103,3,10,Fashion
CUST00620,Female,23,Semarang,31.7,44,6,5,27,Food & Beverage
CUST00621,Female,46,Surabaya,49.7,31,58,7,237,Home & Living
CUST00622,Female,47,Bandung,64.7,59,15,28,557,Electronics
CUST00623,Female,59,Surabaya,23.2,16,94,4,10,Food & Beverage
CUST00624,Female,57,Jakarta,19.2,11,98,1,30,Food & Beverage
CUST00625,Male,31,Bandung,91.4,80,1,47,918,Home & Living
CUST00626,Male,19,Surabaya,38.0,50,7,4,191,Electronics
CUST00627,Male,58,Surabaya,14.3,7,100,3,10,Sports
CUST00628,Male,60,Makassar,17.1,13,91,2,83,Fashion
CUST00629,Female,54,Palembang,50.4,32,55,10,339,Food & Beverage
CUST00630,Male,58,Jakarta,17.1,10,92,3,213,Fashion
CUST00631,Female,26,Semarang,88.0,87,3,45,1018,Electronics
CUST00632,Male,47,Bandung,66.4,66,14,28,432,Electronics
CUST00633,Male,31,Surabaya,94.4,89,3,42,905,Sports
CUST00634,Female,64,Medan,22.8,12,92,1,100,Fashion
CUST00635,Male,31,Yogyakarta,93.0,83,5,42,968,Electronics
CUST00636,Male,41,Medan,47.8,43,54,7,128,Fashion
CUST00637,Male,29,Semarang,93.8,92,8,44,742,Electronics
CUST00638,Male,43,Jakarta,74.4,61,13,29,511,Food & Beverage
CUST00639,Male,30,Semarang,97.3,87,4,43,890,Electronics
CUST00640,Female,57,Palembang,20.7,11,96,1,46,Food & Beverage
CUST00641,Male,47,Palembang,75.1,66,10,29,492,Home & Living
CUST00642,Female,24,Surabaya,35.1,50,11,2,262,Electronics
CUST00643,Male,24,Yogyakarta,44.5,59,13,4,167,Electronics
CUST00644,Male,43,Medan,67.5,65,21,32,424,Home & Living
CUST00645,Female,58,Jakarta,19.1,6,95,7,15,Fashion
CUST00646,Female,28,Palembang,90.3,86,6,44,793,Electronics
CUST00647,Male,20,Medan,35.9,56,6,9,143,Beauty
CUST00648,Male,55,Jakarta,18.9,20,96,3,10,Home & Living
CUST00649,Male,28,Bandung,98.7,91,8,44,922,Electronics
CUST00650,Female,47,Semarang,42.8,38,60,5,270,Fashion
CUST00651,Male,28,Jakarta,96.8,84,1,45,885,Food & Beverage
CUST00652,Male,45,Medan,70.4,60,19,27,464,Electronics
CUST00653,Female,42,Palembang,48.4,30,57,8,202,Food & Beverage
CUST00654,Female,42,Jakarta,64.9,64,23,33,548,Fashion
CUST00655,Male,59,Bandung,19.1,13,97,3,12,Sports
CUST00656,Male,24,Surabaya,84.8,84,1,45,780,Electronics
CUST00657,Female,62,Surabaya,14.8,15,95,2,10,Fashion
CUST00658,Male,26,Makassar,95.3,91,8,48,770,Electronics
CUST00659,Male,62,Makassar,20.2,11,98,1,134,Electronics
CUST00660,Male,47,Jakarta,49.2,29,56,11,296,Fashion
CUST00661,Male,26,Jakarta,24.2,56,7,5,255,Beauty
CUST00662,Male,22,Surabaya,29.9,48,10,2,180,Fashion
CUST00663,Female,62,Surabaya,10.0,14,98,3,47,Electronics
CUST00664,Female,22,Jakarta,35.4,46,4,4,284,Electronics
CUST00665,Female,24,Medan,96.6,90,1,40,984,Food & Beverage
CUST00666,Female,43,Medan,66.9,53,11,30,415,Food & Beverage
CUST00667,Female,47,Jakarta,68.4,63,15,29,361,Electronics
CUST00668,Male,25,Surabaya,32.7,50,5,5,137,Fashion
CUST00669,Female,20,Bandung,28.9,53,9,5,165,Fashion
CUST00670,Male,43,Jakarta,69.4,55,10,30,524,Home & Living
CUST00671,Female,59,Jakarta,14.7,8,93,2,45,Fashion
CUST00672,Male,58,Medan,22.0,11,95,5,26,Fashion
CUST00673,Female,47,Bandung,64.4,65,12,32,589,Sports
CUST00674,Female,57,Medan,20.7,11,95,1,10,Beauty
CUST00675,Male,29,Palembang,91.4,82,4,48,980,Home & Living
CUST00676,Male,44,Semarang,69.5,63,18,31,488,Food & Beverage
CUST00677,Male,27,Palembang,28.7,52,11,4,109,Fashion
CUST00678,Male,26,Medan,29.0,53,7,5,267,Sports
CUST00679,Female,30,Jakarta,96.6,93,6,42,997,Beauty
CUST00680,Male,45,Jakarta,54.3,45,64,9,204,Electronics
CUST00681,Male,58,Medan,26.4,19,97,1,32,Fashion
CUST00682,Male,45,Surabaya,77.4,60,18,30,445,Fashion
CUST00683,Male,20,Surabaya,35.3,48,17,5,141,Fashion
CUST00684,Female,47,Medan,84.2,52,8,31,470,Food & Beverage
CUST00685,Female,25,Surabaya,35.8,46,8,7,224,Electronics
CUST00686,Male,39,Makassar,74.4,64,19,29,434,Electronics
CUST00687,Female,62,Surabaya,15.4,12,94,1,69,Fashion
CUST00688,Female,45,Jakarta,66.1,66,14,25,477,Beauty
CUST00689,Female,22,Palembang,32.3,49,7,1,14,Home & Living
CUST00690,Male,62,Bandung,17.1,4,93,4,48,Food & Beverage
CUST00691,Male,50,Surabaya,57.7,33,59,4,258,Electronics
CUST00692,Male,42,Yogyakarta,73.9,59,15,29,596,Electronics
CUST00693,Female,61,Makassar,20.7,11,94,2,78,Food & Beverage
CUST00694,Female,21,Jakarta,24.8,45,2,3,230,Electronics
CUST00695,Male,25,Makassar,31.8,55,2,6,71,Food & Beverage
CUST00696,Female,25,Bandung,95.1,91,1,43,936,Fashion
CUST00697,Male,46,Medan,58.2,58,9,31,600,Electronics
CUST00698,Male,25,Jakarta,31.2,46,14,3,286,Fashion
CUST00699,Male,42,Medan,48.6,38,64,11,392,Beauty
CUST00700,Male,48,Jakarta,45.8,41,64,10,411,Electronics
CUST00701,Female,49,Jakarta,46.5,32,57,10,309,Sports
CUST00702,Female,44,Jakarta,46.3,29,49,8,236,Electronics
CUST00703,Male,41,Surabaya,63.2,66,18,34,518,Fashion
CUST00704,Male,26,Palembang,100.1,93,2,48,972,Home & Living
CUST00705,Female,47,Jakarta,51.6,31,59,14,116,Home & Living
CUST00706,Female,42,Surabaya,70.3,64,22,31,668,Fashion
CUST00707,Male,18,Bandung,31.8,47,10,6,57,Electronics
CUST00708,Female,39,Jakarta,66.3,59,15,32,460,Food & Beverage
CUST00709,Male,60,Palembang,10.8,17,92,1,164,Fashion
CUST00710,Female,43,Bandung,71.0,64,14,30,519,Food & Beverage
CUST00711,Female,53,Medan,69.5,57,17,31,534,Electronics
CUST00712,Female,23,Surabaya,94.9,94,3,46,925,Fashion
CUST00713,Male,44,Jakarta,49.2,28,55,12,132,Food & Beverage
CUST00714,Female,55,Surabaya,27.9,22,93,4,10,Electronics
CUST00715,Female,29,Surabaya,90.5,86,3,45,866,Food & Beverage
CUST00716,Female,64,Makassar,18.3,11,97,4,10,Fashion
CUST00717,Female,24,Jakarta,92.8,88,8,47,887,Fashion
CUST00718,Male,57,Yogyakarta,19.3,13,95,1,10,Sports
CUST00719,Female,47,Surabaya,37.3,31,55,7,231,Sports
CUST00720,Female,26,Medan,95.0,87,1,43,1077,Food & Beverage
CUST00721,Male,29,Makassar,90.6,87,1,48,921,Electronics
CUST00722,Male,46,Bandung,73.7,58,16,28,514,Fashion
CUST00723,Female,23,Jakarta,23.8,45,9,5,137,Beauty
CUST00724,Female,48,Bandung,56.4,36,57,8,199,Fashion
CUST00725,Male,60,Jakarta,18.9,12,90,5,184,Fashion
CUST00726,Male,55,Makassar,33.6,16,99,5,10,Beauty
CUST00727,Male,27,Medan,93.6,93,7,46,877,Food & Beverage
CUST00728,Male,46,Medan,51.2,39,61,7,340,Fashion
CUST00729,Female,50,Jakarta,43.3,37,56,8,219,Food & Beverage
CUST00730,Male,27,Palembang,97.9,90,3,47,854,Food & Beverage
CUST00731,Female,26,Jakarta,93.3,90,1,48,873,Electronics
CUST00732,Male,44,Jakarta,68.3,59,18,29,509,Food & Beverage
CUST00733,Female,62,Palembang,18.4,13,100,1,10,Food & Beverage
CUST00734,Male,48,Jakarta,65.3,60,11,29,370,Sports
CUST00735,Male,44,Semarang,58.0,40,56,12,218,Fashion
CUST00736,Female,47,Jakarta,70.5,64,21,30,554,Electronics
CUST00737,Female,28,Semarang,86.0,86,1,49,899,Home & Living
CUST00738,Male,45,Yogyakarta,44.9,33,59,9,203,Fashion
CUST00739,Female,24,Surabaya,104.0,88,10,44,825,Electronics
CUST00740,Male,45,Surabaya,51.7,34,58,10,300,Sports
CUST00741,Male,48,Yogyakarta,48.7,38,59,9,162,Electronics
CUST00742,Male,45,Jakarta,48.1,30,58,10,225,Beauty
CUST00743,Female,39,Surabaya,64.0,66,13,29,434,Beauty
CUST00744,Male,23,Medan,29.5,45,3,4,287,Food & Beverage
CUST00745,Female,30,Medan,87.1,87,4,45,842,Beauty
CUST00746,Female,33,Bandung,91.6,83,4,49,833,Electronics
CUST00747,Male,31,Makassar,88.4,90,7,47,870,Electronics
CUST00748,Female,46,Makassar,48.8,34,63,8,330,Fashion
CUST00749,Male,30,Makassar,93.7,81,5,43,819,Sports
CUST00750,Male,28,Jakarta,34.3,50,7,2,289,Electronics
CUST00751,Male,31,Medan,97.7,86,7,44,958,Electronics
CUST00752,Male,22,Makassar,32.8,44,3,5,302,Home & Living
CUST00753,Male,27,Jakarta,90.1,88,1,46,901,Fashion
CUST00754,Male,49,Jakarta,48.0,33,54,11,146,Food & Beverage
CUST00755,Female,32,Palembang,100.9,90,2,45,865,Home & Living
CUST00756,Male,61,Bandung,18.1,13,97,6,10,Beauty
CUST00757,Female,28,Bandung,99.1,92,5,42,943,Food & Beverage
CUST00758,Female,23,Surabaya,39.9,44,12,7,230,Electronics
CUST00759,Female,29,Surabaya,93.5,85,1,50,933,Home & Living
CUST00760,Female,23,Yogyakarta,26.9,53,9,2,148,Food & Beverage
CUST00761,Female,24,Jakarta,29.1,49,12,3,192,Home & Living
CUST00762,Male,42,Surabaya,62.8,55,11,30,458,Electronics
CUST00763,Male,21,Bandung,35.8,53,16,2,91,Electronics
CUST00764,Female,30,Surabaya,103.7,82,1,47,869,Beauty
CUST00765,Male,22,Yogyakarta,33.8,46,7,4,161,Food & Beverage
CUST00766,Male,23,Medan,41.3,49,9,4,310,Electronics
CUST00767,Male,49,Bandung,42.2,35,57,7,325,Home & Living
CUST00768,Female,48,Medan,47.4,31,54,8,150,Home & Living
CUST00769,Male,45,Jakarta,68.1,59,9,28,293,Beauty
CUST00770,Female,21,Semarang,31.0,56,7,7,12,Home & Living
CUST00771,Male,23,Surabaya,38.1,51,9,7,228,Beauty
CUST00772,Female,59,Medan,20.5,12,98,5,77,Beauty
CUST00773,Male,62,Makassar,24.4,16,91,1,18,Fashion
CUST00774,Female,44,Surabaya,68.1,70,15,28,447,Food & Beverage
CUST00775,Male,20,Jakarta,40.4,42,5,8,196,Electronics
CUST00776,Male,21,Jakarta,30.4,49,4,7,10,Electronics
CUST00777,Female,44,Makassar,68.5,62,23,33,464,Beauty
CUST00778,Male,45,Bandung,73.0,59,9,32,552,Electronics
CUST00779,Female,46,Medan,45.6,36,59,10,86,Food & Beverage
CUST00780,Male,59,Medan,28.0,17,95,4,10,Sports
CUST00781,Male,48,Jakarta,70.1,60,5,28,524,Electronics
CUST00782,Female,18,Jakarta,31.9,50,11,3,155,Fashion
CUST00783,Female,60,Jakarta,20.2,11,88,3,17,Food & Beverage
CUST00784,Female,26,Palembang,35.3,52,5,1,174,Food & Beverage
CUST00785,Female,30,Surabaya,91.4,93,2,44,995,Fashion
CUST00786,Female,44,Yogyakarta,51.2,36,59,9,164,Home & Living
CUST00787,Female,46,Surabaya,68.7,61,6,31,433,Fashion
CUST00788,Male,26,Semarang,40.1,45,9,3,173,Fashion
CUST00789,Male,61,Jakarta,16.2,5,88,1,10,Electronics
CUST00790,Male,49,Jakarta,46.9,31,58,14,162,Beauty
CUST00791,Male,47,Bandung,51.2,32,58,10,352,Sports
CUST00792,Female,30,Medan,93.2,88,4,48,860,Home & Living
CUST00793,Female,57,Palembang,19.8,9,90,1,28,Sports
CUST00794,Male,48,Jakarta,76.3,58,10,30,428,Food & Beverage
CUST00795,Male,28,Palembang,89.6,86,4,45,982,Food & Beverage
CUST00796,Male,29,Bandung,93.1,91,8,46,902,Beauty
CUST00797,Female,21,Semarang,30.3,42,6,6,247,Food & Beverage
CUST00798,Female,43,Medan,69.7,53,12,30,503,Electronics
CUST00799,Male,40,Jakarta,72.6,53,14,30,466,Home & Living
CUST00800,Male,57,Surabaya,23.5,8,87,1,195,Electronics
CUST00801,Female,44,Medan,64.7,66,13,27,542,Fashion
CUST00802,Male,33,Jakarta,96.9,85,1,48,856,Beauty
CUST00803,Female,58,Semarang,13.1,16,90,1,135,Fashion
CUST00804,Male,46,Semarang,65.2,62,13,29,420,Sports
CUST00805,Female,43,Makassar,74.2,69,12,30,498,Beauty
CUST00806,Female,42,Makassar,44.7,25,52,12,293,Sports
CUST00807,Female,26,Medan,33.1,52,2,4,51,Electronics
CUST00808,Female,26,Semarang,31.7,52,3,2,292,Fashion
CUST00809,Male,63,Medan,26.1,13,93,1,117,Home & Living
CUST00810,Male,45,Jakarta,50.8,39,59,16,276,Home & Living
